Data,Type,data_type,data_shape,data_size
AwakeEventData/TT41.BTV.412426/Acquisition/superCycleNb,Dataset,int32,"(1,)",1
AwakeEventData/TT41.BTV.412426/Acquisition/tgSet1,Dataset,float64,"(1, 1)",1
AwakeEventData/TT41.BTV.412426/Acquisition/tgSet2,Dataset,float64,"(1, 1)",1
AwakeEventData/TT41.BTV.412426/Acquisition/userImageSelection,Dataset,TypeError,"(1,)",1
AwakeEventData/TT41.BTV.412426/Acquisition/userImageSelectionNumber,Dataset,int16,"(1,)",1
AwakeEventData/TT41.BTV.412426/Acquisition/videoGain,Dataset,int32,"(1,)",1
AwakeEventData/TT41.BTV.412426/Image,Group,,,
AwakeEventData/TT41.BTV.412426/Image/acqCounter,Dataset,int32,"(1,)",1
AwakeEventData/TT41.BTV.412426/Image/acqDesc,Dataset,|S7,"(1,)",1
AwakeEventData/TT41.BTV.412426/Image/acqMsg,Dataset,|S2,"(1,)",1
AwakeEventData/TT41.BTV.412426/Image/acqState,Dataset,int32,"(1,)",1
AwakeEventData/TT41.BTV.412426/Image/acqTime,Dataset,|S26,"(1,)",1
AwakeEventData/TT41.BTV.412426/Image/acqTimeInCycle,Dataset,float64,"(1,)",1
AwakeEventData/TT41.BTV.412426/Image/amplitudeSet1,Dataset,float64,"(1,)",1
AwakeEventData/TT41.BTV.412426/Image/amplitudeSet2,Dataset,float64,"(1,)",1
AwakeEventData/TT41.BTV.412426/Image/beamID,Dataset,int32,"(1,)",1
AwakeEventData/TT41.BTV.412426/Image/cameraOffset,Dataset,int16,"(1,)",1
AwakeEventData/TT41.BTV.412426/Image/cameraOffset_max,Dataset,int16,"(1,)",1
AwakeEventData/TT41.BTV.412426/Image/cameraOffset_min,Dataset,int16,"(1,)",1
AwakeEventData/TT41.BTV.412426/Image/cameraSwitch,Dataset,int32,"(1,)",1
AwakeEventData/TT41.BTV.412426/Image/cameraZoom,Dataset,int32,"(1,)",1
AwakeEventData/TT41.BTV.412426/Image/cycleTime,Dataset,|S26,"(1,)",1
AwakeEventData/TT41.BTV.412426/Image/descSet1,Dataset,|S21,"(1,)",1
AwakeEventData/TT41.BTV.412426/Image/descSet2,Dataset,|S19,"(1,)",1
AwakeEventData/TT41.BTV.412426/Image/deviceName,Dataset,|S15,"(1,)",1
AwakeEventData/TT41.BTV.412426/Image/filterSelect,Dataset,int32,"(1,)",1
AwakeEventData/TT41.BTV.412426/Image/filterSelectStr,Dataset,|S9,"(4,)",4
AwakeEventData/TT41.BTV.412426/Image/filterSelect_max,Dataset,int32,"(1,)",1
AwakeEventData/TT41.BTV.412426/Image/filterSelect_min,Dataset,int32,"(1,)",1
AwakeEventData/TT41.BTV.412426/Image/firstLamp,Dataset,int16,"(1,)",1
AwakeEventData/TT41.BTV.412426/Image/firstLamp_max,Dataset,int16,"(1,)",1
AwakeEventData/TT41.BTV.412426/Image/firstLamp_min,Dataset,int16,"(1,)",1
AwakeEventData/TT41.BTV.412426/Image/imagePositionSet1,Dataset,float64,"(1, 400)",400
AwakeEventData/TT41.BTV.412426/Image/imagePositionSet1_unit,Dataset,|S2,"(1,)",1
AwakeEventData/TT41.BTV.412426/Image/imagePositionSet2,Dataset,float64,"(1, 300)",300
AwakeEventData/TT41.BTV.412426/Image/imagePositionSet2_unit,Dataset,|S2,"(1,)",1
AwakeEventData/TT41.BTV.412426/Image/imageSet,Dataset,int16,"(1, 120000)",120000
AwakeEventData/TT41.BTV.412426/Image/leftBottomReference,Dataset,int16,"(2,)",2
AwakeEventData/TT41.BTV.412426/Image/leftTopReference,Dataset,int16,"(2,)",2
AwakeEventData/TT41.BTV.412426/Image/mire,Dataset,int32,"(1,)",1
AwakeEventData/TT41.BTV.412426/Image/nbAcq,Dataset,int32,"(1,)",1
AwakeEventData/TT41.BTV.412426/Image/nbDataSets,Dataset,int32,"(1,)",1
AwakeEventData/TT41.BTV.412426/Image/nbImages,Dataset,int32,"(1,)",1
AwakeEventData/TT41.BTV.412426/Image/nbPtsInSet1,Dataset,int32,"(1,)",1
AwakeEventData/TT41.BTV.412426/Image/nbPtsInSet2,Dataset,int32,"(1,)",1
AwakeEventData/TT41.BTV.412426/Image/observables,Dataset,int32,"(1,)",1
AwakeEventData/TT41.BTV.412426/Image/offsetCalSet1,Dataset,float64,"(4,)",4
AwakeEventData/TT41.BTV.412426/Image/offsetCalSet2,Dataset,float64,"(4,)",4
AwakeEventData/TT41.BTV.412426/Image/pixelCalSet1,Dataset,float64,"(4,)",4
AwakeEventData/TT41.BTV.412426/Image/pixelCalSet2,Dataset,float64,"(4,)",4
AwakeEventData/TT41.BTV.412426/Image/planeSet1,Dataset,int32,"(1,)",1
AwakeEventData/TT41.BTV.412426/Image/planeSet2,Dataset,int32,"(1,)",1
AwakeEventData/TT41.BTV.412426/Image/positionSet1,Dataset,float64,"(1,)",1
AwakeEventData/TT41.BTV.412426/Image/positionSet2,Dataset,float64,"(1,)",1
AwakeEventData/TT41.BTV.412426/Image/propType,Dataset,int32,"(1,)",1
AwakeEventData/TT41.BTV.412426/Image/rightBottomReference,Dataset,int16,"(2,)",2
AwakeEventData/TT41.BTV.412426/Image/rightTopReference,Dataset,int16,"(2,)",2
AwakeEventData/TT41.BTV.412426/Image/saturationThreshold,Dataset,int16,"(1,)",1
AwakeEventData/TT41.BTV.412426/Image/screenSelect,Dataset,int32,"(1,)",1
AwakeEventData/TT41.BTV.412426/Image/screenSelectStr,Dataset,|S10,"(4,)",4
AwakeEventData/TT41.BTV.412426/Image/screenSelect_max,Dataset,int32,"(1,)",1
AwakeEventData/TT41.BTV.412426/Image/screenSelect_min,Dataset,int32,"(1,)",1
AwakeEventData/TT41.BTV.412426/Image/secondLamp,Dataset,int16,"(1,)",1
AwakeEventData/TT41.BTV.412426/Image/secondLamp_max,Dataset,int16,"(1,)",1
AwakeEventData/TT41.BTV.412426/Image/secondLamp_min,Dataset,int16,"(1,)",1
AwakeEventData/TT41.BTV.412426/Image/sigmaSet1,Dataset,float64,"(1,)",1
AwakeEventData/TT41.BTV.412426/Image/sigmaSet2,Dataset,float64,"(1,)",1
AwakeEventData/TT41.BTV.412426/Image/superCycleNb,Dataset,int32,"(1,)",1
AwakeEventData/TT41.BTV.412426/Image/userImageSelection,Dataset,TypeError,"(1,)",1
AwakeEventData/TT41.BTV.412426/Image/userImageSelectionNumber,Dataset,int16,"(1,)",1
AwakeEventData/TT41.BTV.412426/Image/videoGain,Dataset,int32,"(1,)",1
AwakeEventData/TT41.BTV.412442,Group,,,
AwakeEventData/TT41.BTV.412442/Acquisition,Dataset,|S98,(),1
AwakeEventData/TT41.BTV.412442/Image,Dataset,|S92,(),1
AwakeEventData/TT43.BPM.430010,Group,,,
AwakeEventData/TT43.BPM.430010/Acquisition,Group,,,
AwakeEventData/TT43.BPM.430010/Acquisition/horAvePos,Dataset,float32,"(1,)",1
AwakeEventData/TT43.BPM.430010/Acquisition/horPos,Dataset,float32,"(12,)",12
AwakeEventData/TT43.BPM.430010/Acquisition/posOK,Dataset,TypeError,"(0,)",0
AwakeEventData/TT43.BPM.430010/Acquisition/sigma,Dataset,int32,"(12,)",12
AwakeEventData/TT43.BPM.430010/Acquisition/sigmaAvePos,Dataset,float32,"(1,)",1
AwakeEventData/TT43.BPM.430010/Acquisition/spsExtraction,Dataset,bool,(),1
AwakeEventData/TT43.BPM.430010/Acquisition/spsExtractionIndex,Dataset,int32,"(1,)",1
AwakeEventData/TT43.BPM.430010/Acquisition/verAvePos,Dataset,float32,"(1,)",1
AwakeEventData/TT43.BPM.430010/Acquisition/verPos,Dataset,float32,"(12,)",12
AwakeEventData/TT43.BPM.430028,Group,,,
AwakeEventData/TT43.BPM.430028/Acquisition,Group,,,
AwakeEventData/TT43.BPM.430028/Acquisition/horAvePos,Dataset,float32,"(1,)",1
AwakeEventData/TT43.BPM.430028/Acquisition/horPos,Dataset,float32,"(12,)",12
AwakeEventData/TT43.BPM.430028/Acquisition/posOK,Dataset,TypeError,"(0,)",0
AwakeEventData/TT43.BPM.430028/Acquisition/sigma,Dataset,int32,"(12,)",12
AwakeEventData/TT43.BPM.430028/Acquisition/sigmaAvePos,Dataset,float32,"(1,)",1
AwakeEventData/TT43.BPM.430028/Acquisition/spsExtraction,Dataset,bool,(),1
AwakeEventData/TT43.BPM.430028/Acquisition/spsExtractionIndex,Dataset,int32,"(1,)",1
AwakeEventData/TT43.BPM.430028/Acquisition/verAvePos,Dataset,float32,"(1,)",1
AwakeEventData/TT43.BPM.430028/Acquisition/verPos,Dataset,float32,"(12,)",12
AwakeEventData/TT43.BPM.430039,Group,,,
AwakeEventData/TT43.BPM.430039/Acquisition,Group,,,
AwakeEventData/TT43.BPM.430039/Acquisition/horAvePos,Dataset,float32,"(1,)",1
AwakeEventData/TT43.BPM.430039/Acquisition/horPos,Dataset,float32,"(12,)",12
AwakeEventData/TT43.BPM.430039/Acquisition/posOK,Dataset,TypeError,"(0,)",0
AwakeEventData/TT43.BPM.430039/Acquisition/sigma,Dataset,int32,"(12,)",12
AwakeEventData/TT43.BPM.430039/Acquisition/sigmaAvePos,Dataset,float32,"(1,)",1
AwakeEventData/TT43.BPM.430039/Acquisition/spsExtraction,Dataset,bool,(),1
AwakeEventData/TT43.BPM.430039/Acquisition/spsExtractionIndex,Dataset,int32,"(1,)",1
AwakeEventData/TT43.BPM.430039/Acquisition/verAvePos,Dataset,float32,"(1,)",1
AwakeEventData/TT43.BPM.430039/Acquisition/verPos,Dataset,float32,"(12,)",12
AwakeEventData/TT43.BPM.430103,Group,,,
AwakeEventData/TT43.BPM.430103/Acquisition,Group,,,
AwakeEventData/TT43.BPM.430103/Acquisition/horAvePos,Dataset,float32,"(1,)",1
AwakeEventData/TT43.BPM.430103/Acquisition/horPos,Dataset,float32,"(12,)",12
AwakeEventData/TT43.BPM.430103/Acquisition/posOK,Dataset,TypeError,"(0,)",0
AwakeEventData/TT43.BPM.430103/Acquisition/sigma,Dataset,int32,"(12,)",12
AwakeEventData/TT43.BPM.430103/Acquisition/sigmaAvePos,Dataset,float32,"(1,)",1
AwakeEventData/TT43.BPM.430103/Acquisition/spsExtraction,Dataset,bool,(),1
AwakeEventData/TT43.BPM.430103/Acquisition/spsExtractionIndex,Dataset,int32,"(1,)",1
AwakeEventData/TT43.BPM.430103/Acquisition/verAvePos,Dataset,float32,"(1,)",1
AwakeEventData/TT43.BPM.430103/Acquisition/verPos,Dataset,float32,"(12,)",12
AwakeEventData/TT43.BPM.430129,Group,,,
AwakeEventData/TT43.BPM.430129/Acquisition,Group,,,
AwakeEventData/TT43.BPM.430129/Acquisition/horAvePos,Dataset,float32,"(1,)",1
AwakeEventData/TT43.BPM.430129/Acquisition/horPos,Dataset,float32,"(12,)",12
AwakeEventData/TT43.BPM.430129/Acquisition/posOK,Dataset,TypeError,"(0,)",0
AwakeEventData/TT43.BPM.430129/Acquisition/sigma,Dataset,int32,"(12,)",12
AwakeEventData/TT43.BPM.430129/Acquisition/sigmaAvePos,Dataset,float32,"(1,)",1
AwakeEventData/TT43.BPM.430129/Acquisition/spsExtraction,Dataset,bool,(),1
AwakeEventData/TT43.BPM.430129/Acquisition/spsExtractionIndex,Dataset,int32,"(1,)",1
AwakeEventData/TT43.BPM.430129/Acquisition/verAvePos,Dataset,float32,"(1,)",1
AwakeEventData/TT43.BPM.430129/Acquisition/verPos,Dataset,float32,"(12,)",12
AwakeEventData/TT43.BPM.430203,Group,,,
AwakeEventData/TT43.BPM.430203/Acquisition,Group,,,
AwakeEventData/TT43.BPM.430203/Acquisition/horAvePos,Dataset,float32,"(1,)",1
AwakeEventData/TT43.BPM.430203/Acquisition/horPos,Dataset,float32,"(12,)",12
AwakeEventData/TT43.BPM.430203/Acquisition/posOK,Dataset,TypeError,"(0,)",0
AwakeEventData/TT43.BPM.430203/Acquisition/sigma,Dataset,int32,"(12,)",12
AwakeEventData/TT43.BPM.430203/Acquisition/sigmaAvePos,Dataset,float32,"(1,)",1
AwakeEventData/TT43.BPM.430203/Acquisition/spsExtraction,Dataset,bool,(),1
AwakeEventData/TT43.BPM.430203/Acquisition/spsExtractionIndex,Dataset,int32,"(1,)",1
AwakeEventData/TT43.BPM.430203/Acquisition/verAvePos,Dataset,float32,"(1,)",1
AwakeEventData/TT43.BPM.430203/Acquisition/verPos,Dataset,float32,"(12,)",12
AwakeEventData/TT43.BPM.430308,Group,,,
AwakeEventData/TT43.BPM.430308/Acquisition,Group,,,
AwakeEventData/TT43.BPM.430308/Acquisition/horAvePos,Dataset,float32,"(1,)",1
AwakeEventData/TT43.BPM.430308/Acquisition/horPos,Dataset,float32,"(12,)",12
AwakeEventData/TT43.BPM.430308/Acquisition/posOK,Dataset,TypeError,"(0,)",0
AwakeEventData/TT43.BPM.430308/Acquisition/sigma,Dataset,int32,"(12,)",12
AwakeEventData/TT43.BPM.430308/Acquisition/sigmaAvePos,Dataset,float32,"(1,)",1
AwakeEventData/TT43.BPM.430308/Acquisition/spsExtraction,Dataset,bool,(),1
AwakeEventData/TT43.BPM.430308/Acquisition/spsExtractionIndex,Dataset,int32,"(1,)",1
AwakeEventData/TT43.BPM.430308/Acquisition/verAvePos,Dataset,float32,"(1,)",1
AwakeEventData/TT43.BPM.430308/Acquisition/verPos,Dataset,float32,"(12,)",12
AwakeEventData/VGP.412400,Group,,,
AwakeEventData/VGP.412400/PR,Group,,,
AwakeEventData/VGP.412400/PR/value,Dataset,float32,"(1,)",1
AwakeEventData/VGP.412423,Group,,,
AwakeEventData/VGP.412423/PR,Group,,,
AwakeEventData/VGP.412423/PR/value,Dataset,float32,"(1,)",1
AwakeEventData/VTUAwake2Fc,Group,,,
AwakeEventData/VTUAwake2Fc/ModeAcq,Group,,,
AwakeEventData/VTUAwake2Fc/ModeAcq/pdcOutDelay,Dataset,int16,"(1,)",1
AwakeEventData/VTUAwake2Fc/NormalModeAcq,Group,,,
AwakeEventData/VTUAwake2Fc/NormalModeAcq/b_offline,Dataset,int64,"(1,)",1
AwakeEventData/VTUAwake2Frep,Group,,,
AwakeEventData/VTUAwake2Frep/ModeAcq,Group,,,
AwakeEventData/VTUAwake2Frep/ModeAcq/pdcOutDelay,Dataset,int16,"(1,)",1
AwakeEventData/VTUAwake2Frep/NormalModeAcq,Group,,,
AwakeEventData/VTUAwake2Frep/NormalModeAcq/b_offline,Dataset,int64,"(1,)",1
AwakeEventData/VTUAwake3FT0,Group,,,
AwakeEventData/VTUAwake3FT0/ModeAcq,Group,,,
AwakeEventData/VTUAwake3FT0/ModeAcq/pdcOutDelay,Dataset,int16,"(1,)",1
AwakeEventData/VTUAwake3FT0/NormalModeAcq,Group,,,
AwakeEventData/VTUAwake3FT0/NormalModeAcq/b_offline,Dataset,int64,"(1,)",1
AwakeEventData/VTUAwake3FT1,Group,,,
AwakeEventData/VTUAwake3FT1/ModeAcq,Group,,,
AwakeEventData/VTUAwake3FT1/ModeAcq/pdcOutDelay,Dataset,int16,"(1,)",1
AwakeEventData/VTUAwake3FT1/NormalModeAcq,Group,,,
AwakeEventData/VTUAwake3FT1/NormalModeAcq/b_offline,Dataset,int64,"(1,)",1
AwakeEventData/VVGF.412400,Group,,,
AwakeEventData/VVGF.412400/StartCounterSt,Group,,,
AwakeEventData/VVGF.412400/StartCounterSt/value,Dataset,int32,"(1,)",1
AwakeEventData/VVGF.412400/State,Group,,,
AwakeEventData/VVGF.412400/State/value,Dataset,int16,"(1,)",1
AwakeEventData/VVGF.412423,Group,,,
AwakeEventData/VVGF.412423/StartCounterSt,Group,,,
AwakeEventData/VVGF.412423/StartCounterSt/value,Dataset,int32,"(1,)",1
AwakeEventData/VVGF.412423/State,Group,,,
AwakeEventData/VVGF.412423/State/value,Dataset,int16,"(1,)",1
AwakeEventData/XMPP-STREAK,Group,,,
AwakeEventData/XMPP-STREAK/StreakImage,Group,,,
AwakeEventData/XMPP-STREAK/StreakImage/streakImageBinning,Dataset,|S5,"(1,)",1
AwakeEventData/XMPP-STREAK/StreakImage/streakImageData,Dataset,int32,"(344064,)",344064
AwakeEventData/XMPP-STREAK/StreakImage/streakImageExposureTime,Dataset,|S5,"(1,)",1
AwakeEventData/XMPP-STREAK/StreakImage/streakImageHeight,Dataset,int64,"(1,)",1
AwakeEventData/XMPP-STREAK/StreakImage/streakImageInfo,Dataset,|S2768,"(1,)",1
AwakeEventData/XMPP-STREAK/StreakImage/streakImageMcpGain,Dataset,int64,"(1,)",1
AwakeEventData/XMPP-STREAK/StreakImage/streakImageMode,Dataset,|S7,"(1,)",1
AwakeEventData/XMPP-STREAK/StreakImage/streakImageProjection,Dataset,float32,"(512,)",512
AwakeEventData/XMPP-STREAK/StreakImage/streakImageTime,Dataset,|S12,"(1,)",1
AwakeEventData/XMPP-STREAK/StreakImage/streakImageTimeRange,Dataset,|S4,"(1,)",1
AwakeEventData/XMPP-STREAK/StreakImage/streakImageTimeValues,Dataset,float64,"(512,)",512
AwakeEventData/XMPP-STREAK/StreakImage/streakImageTrigLevel,Dataset,float32,"(1,)",1
AwakeEventData/XMPP-STREAK/StreakImage/streakImageWidth,Dataset,int64,"(1,)",1
AwakeEventData/XUCL-SPECTRO,Group,,,
AwakeEventData/XUCL-SPECTRO/BinningSetting,Group,,,
AwakeEventData/XUCL-SPECTRO/BinningSetting/hbin,Dataset,int32,"(1,)",1
AwakeEventData/XUCL-SPECTRO/BinningSetting/hend,Dataset,int32,"(1,)",1
AwakeEventData/XUCL-SPECTRO/BinningSetting/hstart,Dataset,int32,"(1,)",1
AwakeEventData/XUCL-SPECTRO/BinningSetting/readMode,Dataset,int32,"(1,)",1
AwakeEventData/XUCL-SPECTRO/BinningSetting/vbin,Dataset,int32,"(1,)",1
AwakeEventData/XUCL-SPECTRO/BinningSetting/vend,Dataset,int32,"(1,)",1
AwakeEventData/XUCL-SPECTRO/BinningSetting/vstart,Dataset,int32,"(1,)",1
AwakeEventData/XUCL-SPECTRO/CameraAcq,Dataset,|S93,(),1
AwakeEventData/XUCL-SPECTRO/CameraSettings,Group,,,
AwakeEventData/XUCL-SPECTRO/CameraSettings/ddgGateDelay,Dataset,int64,"(1,)",1
AwakeEventData/XUCL-SPECTRO/CameraSettings/ddgGateDelay_max,Dataset,int64,"(1,)",1
AwakeEventData/XUCL-SPECTRO/CameraSettings/ddgGateDelay_min,Dataset,int64,"(1,)",1
AwakeEventData/XUCL-SPECTRO/CameraSettings/ddgGateWidth,Dataset,int64,"(1,)",1
AwakeEventData/XUCL-SPECTRO/CameraSettings/ddgGateWidth_max,Dataset,int64,"(1,)",1
AwakeEventData/XUCL-SPECTRO/CameraSettings/ddgGateWidth_min,Dataset,int64,"(1,)",1
AwakeEventData/XUCL-SPECTRO/CameraSettings/enableDDGIntelligate,Dataset,bool,(),1
AwakeEventData/XUCL-SPECTRO/CameraSettings/enableFan,Dataset,bool,(),1
AwakeEventData/XUCL-SPECTRO/CameraSettings/enableFastTrigger,Dataset,bool,(),1
AwakeEventData/XUCL-SPECTRO/CameraSettings/exposureTime,Dataset,float32,"(1,)",1
AwakeEventData/XUCL-SPECTRO/CameraSettings/mcpGain,Dataset,int32,"(1,)",1
AwakeEventData/XUCL-SPECTRO/CameraSettings/mcpGain_max,Dataset,int32,"(1,)",1
AwakeEventData/XUCL-SPECTRO/CameraSettings/mcpGain_min,Dataset,int32,"(1,)",1
AwakeEventData/XUCL-SPECTRO/CameraSettings/preampGainIndex,Dataset,int32,"(1,)",1
AwakeEventData/XUCL-SPECTRO/CameraSettings/preampGainIndex_max,Dataset,int32,"(1,)",1
AwakeEventData/XUCL-SPECTRO/CameraSettings/preampGainIndex_min,Dataset,int32,"(1,)",1
AwakeEventData/XUCL-SPECTRO/CameraSettings/targetShutDownTemperature,Dataset,int32,"(1,)",1
AwakeEventData/XUCL-SPECTRO/CameraSettings/targetShutDownTemperature_max,Dataset,int32,"(1,)",1
AwakeEventData/XUCL-SPECTRO/CameraSettings/targetShutDownTemperature_min,Dataset,int32,"(1,)",1
AwakeEventData/XUCL-SPECTRO/CameraSettings/targetTemperature,Dataset,int32,"(1,)",1
AwakeEventData/XUCL-SPECTRO/CameraSettings/targetTemperature_max,Dataset,int32,"(1,)",1
AwakeEventData/XUCL-SPECTRO/CameraSettings/targetTemperature_min,Dataset,int32,"(1,)",1
AwakeEventData/XUCL-SPECTRO/CameraSettings/triggerEdge,Dataset,int32,"(1,)",1
AwakeEventData/XUCL-SPECTRO/CameraSettings/triggerTermination,Dataset,bool,(),1
AwakeEventData/XUCL-SPECTRO/CameraSettings/triggerThreshold,Dataset,float32,"(1,)",1
AwakeEventData/XUCL-SPECTRO/CameraSettingsStatus,Dataset,|S104,(),1
AwakeEventData/XUCL-SPECTRO/ImageAcq,Dataset,|S92,(),1
AwakeEventData/awake.XAWAVS_BEAML_TT_AVG,Group,,,
AwakeEventData/awake.XAWAVS_BEAML_TT_AVG/PosSt,Group,,,
AwakeEventData/awake.XAWAVS_BEAML_TT_AVG/PosSt/value,Dataset,float64,"(1,)",1
AwakeEventData/awake.XAWAVS_DE_TT_AVG,Group,,,
AwakeEventData/awake.XAWAVS_DE_TT_AVG/PosSt,Group,,,
AwakeEventData/awake.XAWAVS_DE_TT_AVG/PosSt/value,Dataset,float64,"(1,)",1
AwakeEventData/awake.XAWAVS_DF_TT_AVG,Group,,,
AwakeEventData/awake.XAWAVS_DF_TT_AVG/PosSt,Group,,,
AwakeEventData/awake.XAWAVS_DF_TT_AVG/PosSt/value,Dataset,float64,"(1,)",1
AwakeEventData/awake.XAWAVS_DJ_PV236,Group,,,
AwakeEventData/awake.XAWAVS_DJ_PV236/StsReg01,Group,,,
AwakeEventData/awake.XAWAVS_DJ_PV236/StsReg01/value,Dataset,int32,"(1,)",1
AwakeEventData/awake.XAWAVS_UE_TT_AVG,Group,,,
AwakeEventData/awake.XAWAVS_UE_TT_AVG/PosSt,Group,,,
AwakeEventData/awake.XAWAVS_UE_TT_AVG/PosSt/value,Dataset,float64,"(1,)",1
AwakeEventData/awake.XAWAVS_UF_TT_AVG,Group,,,
AwakeEventData/awake.XAWAVS_UF_TT_AVG/PosSt,Group,,,
AwakeEventData/awake.XAWAVS_UF_TT_AVG/PosSt/value,Dataset,float64,"(1,)",1
AwakeEventData/awake.XAWAVS_UJ_PV136,Group,,,
AwakeEventData/awake.XAWAVS_UJ_PV136/StsReg01,Group,,,
AwakeEventData/awake.XAWAVS_UJ_PV136/StsReg01/value,Dataset,int32,"(1,)",1
AwakeEventData/awake.XAWAVS_VX_TT_AVG,Group,,,
AwakeEventData/awake.XAWAVS_VX_TT_AVG/PosSt,Group,,,
AwakeEventData/awake.XAWAVS_VX_TT_AVG/PosSt/value,Dataset,float64,"(1,)",1
AwakeEventInfo,Group,,,
AwakeEventInfo/configurationVersionNumber,Dataset,int32,(),1
AwakeEventInfo/eventNumber,Dataset,int32,(),1
AwakeEventInfo/runNumber,Dataset,int32,(),1
AwakeEventInfo/timestamp,Dataset,int64,(),1
__DATA_TYPES__,Group,,,
__DATA_TYPES__/Enum_Boolean,Group,,,
__DATA_TYPES__/String_VariableLength,Group,,,
